"date","nee.osv","h.osv","le.osv","ws.osv","rh.osv","temp.avg.osv","temp.min.osv","temp.max.osv","precip.osv","rg.osv","swc.1.osv","swc.2.osv","swc.3.osv","ts.1.osv","ts.2.osv","ts.3.osv","gpp.osv","reco.osv","variable.status","day.count","year"
2018-07-28,2.33185958823529,6.05954073684211,5.65418733333333,1.60216936842105,69.9950923038542,18.8860566152235,14.5245178875639,24.2746218057922,1.60359151026606,340.30107632303,0.296080115490063,0.17466515049337,0.126477212394301,25.4051387173863,25.0501671388997,25.1954801929466,0,5.77152978723404,"filled",209,"2018"
2018-07-29,NA,70.9404655656135,31.9057353361409,3.63848618689568,69.9950923038542,18.8860566152235,14.5245178875639,24.2746218057922,1.60359151026606,340.30107632303,0.296080115490063,0.17466515049337,0.126477212394301,25.4051387173863,25.0501671388997,25.1954801929466,0,5.7416375,"filled",210,"2018"
2018-07-30,4.75964335294118,6.18935770588235,36.9155094117647,2.66707870588235,88.2090625,16.5994705882353,15.062,23.09,55.6235294117647,340.30107632303,0.275302,0.416682411764706,0.249447058823529,21.9,21.2543529411765,21.3868235294118,0,5.78427083333333,"filled",211,"2018"
2018-07-31,3.58834204166667,33.3678497708333,43.9301178333333,2.80645077083333,84.07726875,16.7667916666667,13.748,20.399,0,256.942340416667,0.2767909375,0.4236971875,0.24770825,22.0530416666667,20.3581875,19.3557708333333,1.82833170625,5.61915625,"actual",212,"2018"
2018-08-01,2.58054282083333,38.4136631458333,44.146531875,2.72136808333333,78.6059357142857,17.6083333333333,14.078,23.6,0,276.247376190476,0.2757028125,0.423944395833333,0.227363875,22.0990833333333,20.313375,20.2426875,1.12435518958333,3.57130208333333,"actual",213,"2018"
2018-08-02,2.24558191333333,20.4543023333333,39.5912318214286,3.07802456666667,75.8057275862069,17.1466,11.427,24.453,0,370.207,0.277922133333333,0.425705566666667,0.215822166666667,22.0840333333333,21.3761333333333,22.4706333333333,0.640183122916667,2.54856458333333,"actual",214,"2018"
2018-08-03,0.753212756097561,53.9419242926829,35.338699474359,2.73605124390244,77.7203615384615,16.592675,11.447,23.441,0,418.8935,0.275301609756098,0.421516243902439,0.206060926829268,22.091756097561,21.76,22.559512195122,0.358468277083333,1.94650208333333,"actual",215,"2018"
2018-08-04,1.49158257608696,45.6361473913043,39.0770270454545,2.76812456521739,77.45775,15.8962608695652,11.465,21.901,0,229.398442941176,0.279703630434783,0.418035543478261,0.1975855,22.2649565217391,21.8678260869565,21.7292608695652,0.933467891666667,1.35809229166667,"actual",216,"2018"
2018-08-05,1.33696863333333,17.11959525,21.3559366666667,3.41618979166667,76.7790604166667,15.4084166666667,12.371,19.377,0,129.787371428571,0.277763875,0.416906895833333,0.190201354166667,22.4102291666667,21.3741666666667,19.9426875,0.742575991666667,0.849909166666667,"actual",217,"2018"
2018-08-06,0.383791166666667,58.0207616666667,37.3055878125,3.57658125,69.5692634146342,16.5548958333333,11.153,22.108,0,335.59583,0.2753458125,0.4161659375,0.1864735625,22.4070833333333,20.7405208333333,20.8544375,1.48457238125,0.669636041666667,"actual",218,"2018"
