timestamp,precipitation (mm),temperature AVG (degrees Celsius),temperature MAX (degrees Celsius),temperature MIN (degrees Celsius)
2019-06-05,,,,
2019-06-06,8.828999999999999,17.17673611111111,21.9,14.4
2019-06-07,0.0,17.87743055555556,21.9,14.9
2019-06-08,0.0,18.729861111111113,23.5,15.3
2019-06-09,0.136,16.653472222222224,18.8,15.3
2019-06-10,0.0,15.947222222222223,18.7,13.6
2019-06-11,0.0,17.30173611111111,21.0,13.7
2019-06-12,0.0,17.62569444444445,20.7,14.6
2019-06-13,0.0,18.248611111111114,23.2,14.5
2019-06-14,,,,
2019-06-15,0.0,16.672241992882565,20.9,14.0
2019-06-16,0.0,17.543055555555554,23.5,12.8
2019-06-17,0.0,17.58159722222222,23.8,11.6
2019-06-18,0.0,16.685416666666665,21.6,12.5
2019-06-19,0.0,18.089930555555554,25.1,12.5
2019-06-20,0.0,17.636805555555554,23.7,12.7
2019-06-21,0.0,16.11423611111111,19.1,13.5
2019-06-22,0.0,18.042657342657343,23.4,13.3
2019-06-23,0.11900000000000001,18.281944444444445,25.4,13.0
2019-06-24,0.0,18.363888888888887,24.3,14.0
2019-06-25,0.0,16.836458333333333,20.9,13.3
2019-06-26,0.0,17.49583333333333,23.7,14.4
2019-06-27,0.0,17.462152777777774,22.8,12.9
2019-06-28,0.0,16.55798611111111,21.6,11.9
2019-06-29,0.0,17.422569444444445,24.8,11.2
2019-06-30,0.0,17.836458333333333,25.1,10.8
2019-07-01,0.0,18.271180555555556,25.4,13.0
2019-07-02,0.0,18.459375,24.8,12.3
2019-07-03,0.0,17.647222222222222,22.1,12.7
2019-07-04,0.0,17.383680555555557,24.0,11.3
2019-07-05,0.0,18.475,25.0,12.3
2019-07-06,0.0,17.46909722222222,23.1,12.4
2019-07-07,0.0,17.604861111111113,24.2,12.7
2019-07-08,0.0,18.123611111111114,24.8,11.7
2019-07-09,0.0,18.707291666666666,25.8,12.5
2019-07-10,0.0,18.21701388888889,24.9,12.0
2019-07-11,0.0,18.745833333333337,25.1,13.9
2019-07-12,0.0,18.605208333333334,25.7,12.2
2019-07-13,0.0,16.748958333333334,23.2,11.7
2019-07-14,0.034,17.60486111111111,24.5,11.1
2019-07-15,0.0,16.935416666666665,23.1,12.1
2019-07-16,0.0,16.428472222222222,20.8,11.8
2019-07-17,0.0,16.251041666666666,20.5,13.7
2019-07-18,0.544,17.313194444444445,24.0,13.0
